Lugar;Espacialidade;"COD IBGE";"IDHM (2010)"
"Tucunduva (RS)";Município;432210;0,747
"Bady Bassitt (SP)";Município;350460;0,746
"Balneário Arroio do Silva (SC)";Município;420195;0,746
"Belém (PA)";Município;150140;0,746
"Bom Princípio (RS)";Município;430235;0,746
"Borá (SP)";Município;350720;0,746
"Cachoeiro de Itapemirim (ES)";Município;320120;0,746
"Capitão (RS)";Município;430469;0,746
"Colatina (ES)";Município;320150;0,746
"Coqueiros do Sul (RS)";Município;430585;0,746
"Doutor Camargo (PR)";Município;410730;0,746
"Getúlio Vargas (RS)";Município;430890;0,746
"Itambé (PR)";Município;411110;0,746
"Mato Leitão (RS)";Município;431215;0,746
"Muçum (RS)";Município;431260;0,746
"Nuporanga (SP)";Município;353360;0,746
"Palmital (SP)";Município;353530;0,746
"Paraíso do Norte (PR)";Município;411800;0,746
"Santa Tereza (RS)";Município;431725;0,746
"Urânia (SP)";Município;355580;0,746
"Valparaíso de Goiás (GO)";Município;522185;0,746
"Águas de Lindóia (SP)";Município;350050;0,745
"Águas Frias (SC)";Município;420055;0,745
"Agudos (SP)";Município;350070;0,745
"Américo de Campos (SP)";Município;350180;0,745
"Bozano (RS)";Município;430258;0,745
"Campo Bom (RS)";Município;430390;0,745
"Campo Largo (PR)";Município;410420;0,745
"Echaporã (SP)";Município;351470;0,745
"Floraí (PR)";Município;410780;0,745
"Iacanga (SP)";Município;351910;0,745
"Itanhaém (SP)";Município;352210;0,745
"Junqueirópolis (SP)";Município;352600;0,745
"Mairipotaba (GO)";Município;521260;0,745
"Miguel Pereira (RJ)";Município;330290;0,745
"Nova Friburgo (RJ)";Município;330340;0,745
"Petrópolis (RJ)";Município;330390;0,745
"Rafard (SP)";Município;354210;0,745
"Três Ranchos (GO)";Município;522130;0,745
"Urupês (SP)";Município;355600;0,745
"Arealva (SP)";Município;350340;0,744
"Barra do Jacaré (PR)";Município;410270;0,744
"Bento de Abreu (SP)";Município;350620;0,744
"Bicas (MG)";Município;310690;0,744
"Campos de Júlio (MT)";Município;510268;0,744
"Coronel Barros (RS)";Município;430587;0,744
"Coronel Freitas (SC)";Município;420440;0,744
"Dumont (SP)";Município;351460;0,744
"Formosa (GO)";Município;520800;0,744
"Itápolis (SP)";Município;352270;0,744
"Leme (SP)";Município;352670;0,744
"Lobato (PR)";Município;411360;0,744
"Mendonça (SP)";Município;352950;0,744
"Nova Palma (RS)";Município;431310;0,744
"Paracatu (MG)";Município;314700;0,744
"Perdões (MG)";Município;314990;0,744
"Pires do Rio (GO)";Município;521740;0,744
"Poço das Antas (RS)";Município;431475;0,744
"Rio Grande (RS)";Município;431560;0,744
"Salete (SC)";Município;421530;0,744
"Santa Helena (PR)";Município;412350;0,744
"São Manuel (SP)";Município;355010;0,744
"Sorriso (MT)";Município;510792;0,744
"Torrinha (SP)";Município;355470;0,744
"Três Corações (MG)";Município;316930;0,744
"Três Lagoas (MS)";Município;500830;0,744
"Uruguaiana (RS)";Município;432240;0,744
"Vista Alegre do Alto (SP)";Município;355690;0,744
"Augusto Pestana (RS)";Município;430150;0,743
"Capão da Canoa (RS)";Município;430463;0,743
"Caxambu (MG)";Município;311550;0,743
"Descanso (SC)";Município;420490;0,743
"Dois Irmãos (RS)";Município;430640;0,743
"Guatapará (SP)";Município;351885;0,743
"Imigrante (RS)";Município;431036;0,743
"Iporá (GO)";Município;521020;0,743
"Jacarezinho (PR)";Município;411180;0,743
"Jaguariaíva (PR)";Município;411200;0,743
"Jussara (GO)";Município;521220;0,743
"Lindóia do Sul (SC)";Município;420985;0,743
"Macaubal (SP)";Município;352810;0,743
"Mairinque (SP)";Município;352840;0,743
"Marema (SC)";Município;421055;0,743
"Matinhos (PR)";Município;411570;0,743
"Mira Estrela (SP)";Município;353000;0,743
"Morro Reuter (RS)";Município;431247;0,743
"Nova Luzitânia (SP)";Município;353330;0,743
"Penha (SC)";Município;421250;0,743
"Promissão (SP)";Município;354160;0,743
"Santa Cruz da Esperança (SP)";Município;354625;0,743
"São Jorge do Ivaí (PR)";Município;412530;0,743
"Sobradinho (RS)";Município;432070;0,743
"Ascurra (SC)";Município;420170;0,742
"Barro Alto (GO)";Município;520320;0,742
"Bocaina (SP)";Município;350680;0,742
"Bom Sucesso do Sul (PR)";Município;410322;0,742
"Cachoeira do Sul (RS)";Município;430300;0,742
"Cafelândia (SP)";Município;350880;0,742
"Campos Novos (SC)";Município;420360;0,742
"Chapadão do Céu (GO)";Município;520547;0,742
"Cunha Porã (SC)";Município;420470;0,742
"Dolcinópolis (SP)";Município;351420;0,742
"Dona Emma (SC)";Município;420510;0,742
"Irani (SC)";Município;420780;0,742
"Itapecerica da Serra (SP)";Município;352220;0,742
"Lindóia (SP)";Município;352700;0,742
"Lourdes (SP)";Município;352725;0,742
"Mariana (MG)";Município;314000;0,742
"Nova Ramada (RS)";Município;431333;0,742
"Pedranópolis (SP)";Município;353690;0,742
"Quatro Barras (PR)";Município;412080;0,742
"São Martinho (SC)";Município;421710;0,742
"Silveira Martins (RS)";Município;432065;0,742
"Tio Hugo (RS)";Município;432146;0,742
"Vazante (MG)";Município;317100;0,742
"Vila Flores (RS)";Município;432330;0,742
"Agronômica (SC)";Município;420030;0,741
"Alfredo Marcondes (SP)";Município;350080;0,741
"Anhumas (SP)";Município;350240;0,741
"Bambuí (MG)";Município;310510;0,741
"Cachoeira da Prata (MG)";Município;310960;0,741
"Carneirinho (MG)";Município;311455;0,741
"Cotiporã (RS)";Município;430595;0,741
"Dirce Reis (SP)";Município;351385;0,741
"Guaraí (TO)";Município;170930;0,741
"Içara (SC)";Município;420700;0,741
"João Ramalho (SP)";Município;352560;0,741
"Jumirim (SP)";Município;352585;0,741
"Miguelópolis (SP)";Município;352970;0,741
"Monte Castelo (SP)";Município;353160;0,741
"Motuca (SP)";Município;353205;0,741
"Nova Roma do Sul (RS)";Município;431335;0,741
"Ouro Preto (MG)";Município;314610;0,741
"Pejuçara (RS)";Município;431430;0,741
"Santos Dumont (MG)";Município;316070;0,741
"São Luiz Gonzaga (RS)";Município;431890;0,741
"Teodoro Sampaio (SP)";Município;355430;0,741
"Alegrete (RS)";Município;430040;0,740
"Almirante Tamandaré do Sul (RS)";Município;430047;0,740
"Anta Gorda (RS)";Município;430070;0,740
"Aramina (SP)";Município;350300;0,740
"Araucária (PR)";Município;410180;0,740
"Arroio do Sal (RS)";Município;430105;0,740
"Bagé (RS)";Município;430160;0,740
"Benedito Novo (SC)";Município;420220;0,740
"Brotas (SP)";Município;350790;0,740
"Chopinzinho (PR)";Município;410540;0,740
"Delfinópolis (MG)";Município;312120;0,740
"Estiva Gerbi (SP)";Município;355730;0,740
"Estrela do Norte (SP)";Município;351530;0,740
"Ibirá (SP)";Município;351940;0,740
"Lagoa Santa (GO)";Município;521225;0,740
"Macedônia (SP)";Município;352820;0,740
"Mercedes (PR)";Município;411585;0,740
"Muzambinho (MG)";Município;314410;0,740
"Nova Alvorada (RS)";Município;431275;0,740
"Otacílio Costa (SC)";Município;421175;0,740
"Porto Nacional (TO)";Município;171820;0,740
"Quirinópolis (GO)";Município;521850;0,740
"Rifaina (SP)";Município;354360;0,740
"Sabáudia (PR)";Município;412270;0,740
"Salvador do Sul (RS)";Município;431650;0,740
"Santa Clara do Sul (RS)";Município;431675;0,740
"Santópolis do Aguapeí (SP)";Município;354840;0,740
"São João Batista (SC)";Município;421630;0,740
"Tiradentes (MG)";Município;316880;0,740
"Turvo (SC)";Município;421880;0,740
"União da Vitória (PR)";Município;412820;0,740
"Biguaçu (SC)";Município;420230;0,739
"Bom Retiro do Sul (RS)";Município;430240;0,739
"Carlos Gomes (RS)";Município;430485;0,739
"Catuípe (RS)";Município;430500;0,739
"Edéia (GO)";Município;520740;0,739
"Guaiçara (SP)";Município;351720;0,739
"Ibiaçá (RS)";Município;430980;0,739
"Itanhandu (MG)";Município;313310;0,739
"Ituiutaba (MG)";Município;313420;0,739
"Manduri (SP)";Município;352860;0,739
"Nova Granada (SP)";Município;353300;0,739
"Pederneiras (SP)";Município;353670;0,739
"Pelotas (RS)";Município;431440;0,739
"Piracaia (SP)";Município;353860;0,739
"Rolândia (PR)";Município;412240;0,739
"Santa Mercedes (SP)";Município;354710;0,739
"Santo Augusto (RS)";Município;431780;0,739
"Santo Inácio (PR)";Município;412450;0,739
"São Gonçalo (RJ)";Município;330490;0,739
"São José da Barra (MG)";Município;316294;0,739
"São Leopoldo (RS)";Município;431870;0,739
"São Pedro da Serra (RS)";Município;431935;0,739
"São Sebastião do Caí (RS)";Município;431950;0,739
"Serra (ES)";Município;320500;0,739
"Taquaruçu do Sul (RS)";Município;432132;0,739
"Ubiratã (PR)";Município;412800;0,739
"Viradouro (SP)";Município;355680;0,739
"Vista Alegre (RS)";Município;432350;0,739
"Barra Velha (SC)";Município;420210;0,738
"Cabreúva (SP)";Município;350840;0,738
"Campina das Missões (RS)";Município;430370;0,738
"Corbélia (PR)";Município;410630;0,738
"Dourado (SP)";Município;351430;0,738
"Ferraz de Vasconcelos (SP)";Município;351570;0,738
"Gaurama (RS)";Município;430870;0,738
"Humaitá (RS)";Município;430970;0,738
"Ilhota (SC)";Município;420710;0,738
"Ipumirim (SC)";Município;420770;0,738
"Itaipulândia (PR)";Município;411095;0,738
"Lagoa Vermelha (RS)";Município;431130;0,738
"Meleiro (SC)";Município;421080;0,738
"Mirassolândia (SP)";Município;353040;0,738
"Morro da Fumaça (SC)";Município;421120;0,738
"Nova Aliança (SP)";Município;353280;0,738
"Onda Verde (SP)";Município;353400;0,738
"Pontal do Paraná (PR)";Município;411995;0,738
"Porecatu (PR)";Município;412000;0,738
"Quatá (SP)";Município;354170;0,738
"Rio Negrinho (SC)";Município;421500;0,738
"Santa Ernestina (SP)";Município;354650;0,738
"Santa Isabel (SP)";Município;354680;0,738
"Santa Terezinha de Itaipu (PR)";Município;412405;0,738
"Santo Cristo (RS)";Município;431790;0,738
"São João do Itaperiú (SC)";Município;421635;0,738
"Valença (RJ)";Município;330610;0,738
"Anápolis (GO)";Município;520110;0,737
"Braúna (SP)";Município;350770;0,737
"Cubatão (SP)";Município;351350;0,737
"Cumari (GO)";Município;520660;0,737
"Guaraci (SP)";Município;351790;0,737
"Guarani das Missões (RS)";Município;430950;0,737
"Ibirama (SC)";Município;420690;0,737
"Itatiaia (RJ)";Município;330225;0,737
"Luiz Alves (SC)";Município;421000;0,737
"Manaus (AM)";Município;130260;0,737
"Mesquita (RJ)";Município;330285;0,737
"Palmeira das Missões (RS)";Município;431370;0,737
"Palmitos (SC)";Município;421210;0,737
"Parapuã (SP)";Município;353600;0,737
"Pindorama (SP)";Município;353810;0,737
"Piumhi (MG)";Município;315150;0,737
"Presidente Nereu (SC)";Município;421410;0,737
"Ribeirão Vermelho (MG)";Município;315470;0,737
"Roseira (SP)";Município;354430;0,737
"Santa Gertrudes (SP)";Município;354670;0,737
"Santa Lúcia (SP)";Município;354690;0,737
"Tangará (SC)";Município;421790;0,737
"Uruaçu (GO)";Município;522160;0,737
"Vale Real (RS)";Município;432254;0,737
"Vargem Grande do Sul (SP)";Município;355640;0,737
"Vera Cruz (RS)";Município;432270;0,737
"Atalaia (PR)";Município;410220;0,736
"Camargo (RS)";Município;430355;0,736
"Charqueada (SP)";Município;351170;0,736
"Conchas (SP)";Município;351230;0,736
"Floresta (PR)";Município;410790;0,736
"Grão Pará (SC)";Município;420610;0,736
"Gravataí (RS)";Município;430920;0,736
"Iepê (SP)";Município;351990;0,736
"Ipira (SC)";Município;420760;0,736
"Maracaju (MS)";Município;500540;0,736
"Mendes (RJ)";Município;330280;0,736
"Navegantes (SC)";Município;421130;0,736
"Nova Itaberaba (SC)";Município;421145;0,736
"Pariquera-Açu (SP)";Município;353620;0,736
"Pereiras (SP)";Município;353750;0,736
"Porto Velho (RO)";Município;110020;0,736
"Sanclerlândia (GO)";Município;521900;0,736
"São Borja (RS)";Município;431800;0,736
"São Gotardo (MG)";Município;316210;0,736
"Turmalina (SP)";Município;355530;0,736
"Unaí (MG)";Município;317040;0,736
"Aspásia (SP)";Município;350395;0,735
"Bom Jesus da Penha (MG)";Município;310760;0,735
"Buritizal (SP)";Município;350820;0,735
"Cabo Frio (RJ)";Município;330070;0,735
"Caçador (SC)";Município;420300;0,735
"Embu (SP)";Município;351500;0,735
"Glicério (SP)";Município;351710;0,735
"Itapevi (SP)";Município;352250;0,735
"Jaciara (MT)";Município;510480;0,735
"Jardinópolis (SP)";Município;352510;0,735
"Lauro Muller (SC)";Município;420960;0,735
"Marialva (PR)";Município;411480;0,735
"Nova Esperança do Sul (RS)";Município;431303;0,735
"Nova Independência (SP)";Município;353320;0,735
"Olinda (PE)";Município;260960;0,735
"Porto Rico (PR)";Município;412020;0,735
"Presidente Alves (SP)";Município;354110;0,735
"Santa Branca (SP)";Município;354600;0,735
"Santa Rita do Trivelato (MT)";Município;510776;0,735
"São Mateus (ES)";Município;320490;0,735
"Tabapuã (SP)";Município;355260;0,735
"Valentim Gentil (SP)";Município;355610;0,735
"Xangri-Lá (RS)";Município;432380;0,735
"Alto Feliz (RS)";Município;430057;0,734
"Andradas (MG)";Município;310260;0,734
"Barra do Guarita (RS)";Município;430185;0,734
"Barroso (MG)";Município;310590;0,734
"Bernardino de Campos (SP)";Município;350630;0,734
"Bom Jesus do Norte (ES)";Município;320110;0,734
"Cajobi (SP)";Município;350930;0,734
"Cambé (PR)";Município;410370;0,734
"Campo Novo do Parecis (MT)";Município;510263;0,734
"Cássia dos Coqueiros (SP)";Município;351090;0,734
"Cristais Paulista (SP)";Município;351320;0,734
"Divinolândia (SP)";Município;351390;0,734
"Morrinhos (GO)";Município;521380;0,734
"Muriaé (MG)";Município;314390;0,734
"Pontal do Araguaia (MT)";Município;510665;0,734
"Rincão (SP)";Município;354370;0,734
"São Pedro de Alcântara (SC)";Município;421725;0,734
"Sarzedo (MG)";Município;316553;0,734
"Telêmaco Borba (PR)";Município;412710;0,734
"Várzea Grande (MT)";Município;510840;0,734
"Arabutã (SC)";Município;420127;0,733
"Ariranha (SP)";Município;350370;0,733
"Arraial do Cabo (RJ)";Município;330025;0,733
"Atalanta (SC)";Município;420180;0,733
"Aurora (SC)";Município;420190;0,733
"Bananal (SP)";Município;350490;0,733
"Barra do Piraí (RJ)";Município;330030;0,733
"Caldas Novas (GO)";Município;520450;0,733
"Carmo do Rio Claro (MG)";Município;311440;0,733
"Colombo (PR)";Município;410580;0,733
"Gentil (RS)";Município;430885;0,733
"Iacri (SP)";Município;351920;0,733
"Jarinu (SP)";Município;352520;0,733
"Lucianópolis (SP)";Município;352750;0,733
"Macapá (AP)";Município;160030;0,733
"Monte Mor (SP)";Município;353180;0,733
"Montividiu (GO)";Município;521375;0,733
"Nova Aurora (PR)";Município;411670;0,733
"Pradópolis (SP)";Município;354090;0,733
"Protásio Alves (RS)";Município;431517;0,733
"Renascença (PR)";Município;412160;0,733
"Santa Clara D'Oeste (SP)";Município;354610;0,733
"Taquari (RS)";Município;432130;0,733
"Triunfo (RS)";Município;432200;0,733
"União da Serra (RS)";Município;432235;0,733
"Aragarças (GO)";Município;520170;0,732
"Bom Jesus do Itabapoana (RJ)";Município;330060;0,732
"Céu Azul (PR)";Município;410530;0,732
"Chiapetta (RS)";Município;430540;0,732
"Engenheiro Coelho (SP)";Município;351515;0,732
"Extrema (MG)";Município;312510;0,732
"Fartura (SP)";Município;351540;0,732
"Firminópolis (GO)";Município;520780;0,732
"Flórida (PR)";Município;410810;0,732
"Guarani D'Oeste (SP)";Município;351800;0,732
"Itapeva (SP)";Município;352240;0,732
"Jaborá (SC)";Município;420860;0,732
"Lagoa da Prata (MG)";Município;313720;0,732
"Palestina (SP)";Município;353500;0,732
"Paranapuã (SP)";Município;353590;0,732
"Paulista (PE)";Município;261070;0,732
"Pedro Afonso (TO)";Município;171650;0,732
"Piacatu (SP)";Município;353770;0,732
"Pontes Gestal (SP)";Município;354030;0,732
"Quintana (SP)";Município;354200;0,732
"Rodeio Bonito (RS)";Município;431590;0,732
"Sacramento (MG)";Município;315690;0,732
"Salesópolis (SP)";Município;354500;0,732
"Santo Expedito (SP)";Município;354830;0,732
"Santo Expedito do Sul (RS)";Município;431795;0,732
"São Jorge (RS)";Município;431844;0,732
"Sapezal (MT)";Município;510787;0,732
"Urutaí (GO)";Município;522180;0,732
"Boa Vista do Incra (RS)";Município;430223;0,731
"Castilho (SP)";Município;351100;0,731
"Fraiburgo (SC)";Município;420550;0,731
"Franco da Rocha (SP)";Município;351640;0,731
"Goioerê (PR)";Município;410860;0,731
"Grupiara (MG)";Município;312790;0,731
"Guarapari (ES)";Município;320240;0,731
"Guarapuava (PR)";Município;410940;0,731
"Guararema (SP)";Município;351830;0,731
"Imperatriz (MA)";Município;210530;0,731
"Itapejara D'Oeste (PR)";Município;411120;0,731
"Luís Antônio (SP)";Município;352760;0,731
"Marinópolis (SP)";Município;352910;0,731
"Matozinhos (MG)";Município;314110;0,731
"Meridiano (SP)";Município;352960;0,731
"Nova Santa Rosa (PR)";Município;411722;0,731
"Pirapora (MG)";Município;315120;0,731
"Relvado (RS)";Município;431545;0,731
"Rio Quente (GO)";Município;521878;0,731
"Sabará (MG)";Município;315670;0,731
"São Bonifácio (SC)";Município;421590;0,731
"São José do Cedro (SC)";Município;421670;0,731
"São Luís de Montes Belos (GO)";Município;522010;0,731
"Soledade (RS)";Município;432080;0,731
"Tambaú (SP)";Município;355330;0,731
"Tamboara (PR)";Município;412670;0,731
"Três Pontas (MG)";Município;316940;0,731
"Vilhena (RO)";Município;110030;0,731
"Adolfo (SP)";Município;350020;0,730
"Altinópolis (SP)";Município;350100;0,730
"Anchieta (ES)";Município;320040;0,730
"Bertioga (SP)";Município;350635;0,730
"Borborema (SP)";Município;350740;0,730
"Borda da Mata (MG)";Município;310830;0,730
"Caçu (GO)";Município;520430;0,730
"Casa Branca (SP)";Município;351080;0,730
"Colorado (PR)";Município;410590;0,730
"Embaúba (SP)";Município;351495;0,730
"Engenheiro Beltrão (PR)";Município;410750;0,730
"Frutal (MG)";Município;312710;0,730
"Guaíba (RS)";Município;430930;0,730
"Guarujá do Sul (SC)";Município;420660;0,730
"Ilópolis (RS)";Município;431030;0,730
"Ipiguá (SP)";Município;352115;0,730
"Itabirito (MG)";Município;313190;0,730
"Itajobi (SP)";Município;352190;0,730
"Itaperuna (RJ)";Município;330220;0,730
"Ivaiporã (PR)";Município;411150;0,730
"Mariano Moro (RS)";Município;431200;0,730
"Mineiros do Tietê (SP)";Município;352980;0,730
